id;numvoie;typevoie;libvoie;cp;commune
DP07230021Z0040-0;18;ALLEE;Itala;72470;SAINT-MARS-LA-BRIERE
DP07230021Z0040-2;18;ALLEE;Itala;72470;SAINT MARS LA BRIERE
DP07230021Z0041-2;72;RUE;de Paris;72470;SAINT MARS LA BRIERE
DP07230021Z0042-0;2067;ROUTE;de Saint Denis du Tertre;72470;SAINT-MARS-LA-BRIERE
DP07230021Z0042-2;2067;ROUTE;de Saint Denis du Tertre;72470;SAINT MARS LA BRIERE
DP07230021Z0044-0;19;RUE;Etienne Lenoir;53000;LAVAL
DP07230021Z0044-2;;RUE;de la Coquellerie;72470;SAINT MARS LA BRIERE
DP07230021Z0045-0;17;RUE;de la Grange;72470;SAINT-MARS-LA-BRIERE
DP07230021Z0045-2;17;RUE;de la Grange;72470;SAINT MARS LA BRIERE
DP07230021Z0046-0;12;BOULE;Yvonne Porel - CS 10906;49009;ANGERS
DP07230021Z0046-2;1 à;RESID;des Vergers;72470;SAINT MARS LA BRIERE
DP07230321Z0009-0;16;;rue de la Ville l'Eveque;75008;PARIS
DP07230321Z0009-2;;;CHAMP DE LA BRUYERE;72440;SAINT MICHEL DE CHAVAIGNES
DP07230321Z0011-0;;;ZA LA VOLLERIE;72440;BOULOIRE
DP07230321Z0011-2;;;LA PELOUSE;72440;SAINT MICHEL DE CHAVAIGNES
DP07230321Z0012-0;8bis;RUE;de la Croix fleurie;72440;SAINT-MICHEL-DE-CHAVAIGNES
DP07230321Z0012-2;;;CHAMP DE LA FABRIQUE;72440;SAINT MICHEL DE CHAVAIGNES
DP07230321Z0013-0;;;ZA LA VOLLERIE;72440;BOULOIRE
DP07230321Z0013-2;;;LA BORDE TRUDEAU;72440;SAINT MICHEL DE CHAVAIGNES
DP07230321Z0014-0;10;ROUTE;de Thorigné;72440;Saint-Michel-de-Chavaignes
DP07230321Z0014-2;10;;RUE DE THORIGNE;72440;SAINT MICHEL DE CHAVAIGNES
DP07230321Z0015-0;26;RUE;des fleurs;72440;Saint-Michel-de-Chavaignes
DP07230321Z0015-2;26;;RUE DES FLEURS;72440;SAINT MICHEL DE CHAVAIGNES
DP07230521Z0012-0;;;8 LA TOUCHE;72130;SAINT OUEN DE MIMBRE
DP07230521Z0012-2;;;LA VIGNE;72130;SAINT OUEN DE MIMBRE
DP07230521Z0013-0;;;LE PETIT BRIEUX, LA BELINE;72130;SAINT OUEN DE MIMBRE
DP07230521Z0013-2;;;LA BELINERIE;72130;SAINT OUEN DE MIMBRE
DP07230521Z0014-0;;;29 rue DU RAY;72130;SAINT OUEN DE MIMBRE
DP07230521Z0014-2;29;;RUE DU RAY;72130;SAINT OUEN DE MIMBRE
DP07230619Z0014-0;;;18 rue DE LA CHANVRERIE;72220;SAINT OUEN EN BELIN
DP07230619Z0014-1;18;ROUTE;DE LA CHANVRERIE;72220;SAINT OUEN EN BELIN
DP07230619Z0014-2;18;;RUE DE LA CHANVRERIE;72220;SAINT OUEN EN BELIN
DP07230621Z0015-0;3;RUE;RENE HATET APT 2;72000;LE MANS
DP07230621Z0015-1;3;RUE;RENE HATET APT 2;72000;LE MANS
DP07230621Z0015-2;;;ROUTE DES TROIS MAILLETS;72220;SAINT OUEN EN BELIN
DP07230621Z0020-0;5;ROUTE;DE L AUNAIE;72220;SAINT OUEN EN BELIN
DP07230621Z0020-2;5;ROUTE;DE L AUNAIE;72220;SAINT OUEN EN BELIN
DP07230621Z0021-0;10;HAMEA;DU CHENE;72220;SAINT OUEN EN BELIN
DP07230621Z0021-2;10;HAMEA;DU CHENE;72220;SAINT OUEN EN BELIN
DP07230621Z0022-0;2;RUE;DE LA CHAPELLERIE;72220;SAINT OUEN EN BELIN
DP07230621Z0022-2;2;RUE;DE LA CHAPELLERIE;72220;SAINT OUEN EN BELIN
DP07231020Z0039-0;;;20 allée DES POMMIERS;72190;SAINT PAVACE
DP07231020Z0039-2;20;;ALLÉE DES POMMIERS;72190;SAINT PAVACE
DP07231021Z0020-0;;;2 square DU PATIS;72190;SAINT PAVACE
DP07231021Z0020-2;2;;SQUARE DU PATIS;72190;SAINT PAVACE
DP07231021Z0034-0;26;RUE;de la Grande Prée;72190;SAINT PAVACE
DP07231021Z0034-2;26;RUE;de la Grande Prée;72190;SAINT PAVACE
DP07231021Z0036-0;;;2 rue DE PROVENCE;72190;SAINT PAVACE
DP07231021Z0036-2;2;;RUE DE PROVENCE;72190;SAINT PAVACE
DP07231021Z0037-0;22;RUE;du Champ Large;72190;SAINT PAVACE
DP07231021Z0037-2;22;;RUE DU CHAMP LARGE;72190;SAINT PAVACE
DP07231021Z0038-0;;;16 rue DU LAUZAI;72190;SAINT PAVACE
DP07231021Z0038-2;16;;RUE DU LAUZAI;72190;SAINT PAVACE
DP07231021Z0039-0;25;RUE;de la Grande Prée;72190;SAINT PAVACE
DP07231021Z0039-2;25;;RUE DE LA GRANDE PREE;72190;SAINT PAVACE
DP07231521Z0010-0;5;;LE PETIT NOYER;72140;SAINT REMY DE SILLE
DP07231521Z0010-1;5;;LE PETIT NOYER;72140;SAINT REMY DE SILLE
DP07231521Z0010-2;5;;LE PETIT NOYER;72140;SAINT REMY DE SILLE
DP07231521Z0011-0;2;CHEMI;DE LA MAMADRERIE;72140;SAINT REMY DE SILLE
DP07231521Z0011-2;2;;CHEMIN DE LA MALADRERIE;72140;SAINT REMY DE SILLE
DP07231921Z0012-2;1278;RUE;DE POCHÉ;72380;SAINTE SABINE SUR LONGEVE
DP07231921Z0013-0;17;RUE;DES 3 COULEURS;72380;SAINTE SABINE SUR LONGEVE
DP07231921Z0013-2;17;RUE;DES 3 COULEURS;72380;SAINTE SABINE SUR LONGEVE
DP07232121Z0007-0;7;RUE;DU MARECHAL DE LATTRE DE T;78150;LE CHESNAY
DP07232121Z0007-2;;;LE MONT PORCHER;72240;SAINT SYMPHORIEN
DP07232921Z0049-0;;;24 RUE DE LA PELOUSE;72460;SAVIGNE L EVEQUE
DP07232921Z0049-2;24;;RUE DE LA PELOUSE;72460;SAVIGNÉ-L'ÉVÊQUE
DP07232921Z0053-0;15;RUE;ALPHONSE LAVALLEE;72460;SAVIGNE L'EVEQUE
DP07232921Z0053-2;15;RUE;ALPHONSE LAVALLEE;72460;SAVIGNÉ-L'ÉVÊQUE
DP07232921Z0054-0;11;RUE;MARCHANDE;72460;SAVIGNE L'EVEQUE
DP07232921Z0054-2;11;RUE;MARCHANDE;72460;SAVIGNÉ-L'ÉVÊQUE
DP07232921Z0055-0;92;;CHEMIN DES MORLETTES;72460;SAVIGNE L'EVEQUE
DP07232921Z0055-2;92;;CHEMIN DES MORLETTES;72460;SAVIGNÉ-L'ÉVÊQUE
DP07232921Z0056-0;538;;CHEMIN DES MORLETTES;72460;SAVIGNE L'EVEQUE
DP07232921Z0056-2;538;;CHEMIN DES MORLETTES;72460;SAVIGNÉ-L'ÉVÊQUE
DP07233421Z0022-0;15;ALLEE;DE LA SOURCE;72140;SILLE LE GUILLAUME
DP07233421Z0022-2;15;;ALLÉE DE LA SOURCE;72140;SILLE LE GUILLAUME
DP07233421Z0027-0;13;;rue du coq hardi;72140;sillé le guillaume
DP07233421Z0027-1;7;RUE;DE BELLE ILE;72590;COULAINES
DP07233421Z0027-2;;;RUE DE SABLE;72140;SILLE LE GUILLAUME
DP07233421Z0031-0;77;AVENU;Olivier Messiaen;72083;LE MANS
DP07233421Z0031-2;18;;RUE DU COQ HARDI;72140;SILLE LE GUILLAUME
DP07233421Z0032-0;;;La Rougerie;45220;TRIGUIERES
DP07233421Z0032-2;14;;CHEMIN DE LA PARESSE;72140;SILLE LE GUILLAUME
DP07233421Z0034-0;1;CHEMI;DE LA MAISON FORTE;43800;CHAMALIERES SUR LOIRE
DP07233421Z0034-2;2;;RUE DU 11 NOVEMBRE;72140;SILLE LE GUILLAUME
DP07233421Z0035-0;3;;Le petit Noyer;72140;SAINT REMY DE SILLE
DP07233421Z0035-2;5;;PASSAGE DU TERTRE;72140;SILLE LE GUILLAUME
DP07233421Z0036-0;5;RUE;DU PONT D'ENFER;72140;SILLE LE GUILLAUME
DP07233421Z0036-1;10;ALLEE;Saint Christophe;72650;LA CHAPELLE SAINT AUBIN
DP07233421Z0036-2;5;;RUE ALEXANDRE MOREAU;72140;SILLE LE GUILLAUME
DP07233421Z0037-2;1;PLACE;DE LA CROIX D'OR;72140;SILLE LE GUILLAUME
DP07233421Z0038-0;46;CHEMI;DE LA PARESSE;72140;SILLE LE GUILLAUME
DP07233421Z0038-2;46;;CHEMIN DE LA PARESSE;72140;SILLE LE GUILLAUME
DP07233421Z0039-2;4;;RUE DE LA SANGLE;72140;SILLE LE GUILLAUME
DP07233421Z0040-0;15;ALLEE;DE LA SOURCE;72140;SILLE LE GUILLAUME
DP07233421Z0040-2;15;;ALLÉE DE LA SOURCE;72140;SILLE LE GUILLAUME
DP07233421Z0041-0;15 BI;RUE;DU DOCTEUR tOUCHARD;72140;SILLE LE GUILLAUME
DP07233421Z0041-2;15;;RUE DU DOCTEUR TOUCHARD;72140;SILLE LE GUILLAUME
DP07233421Z0042-0;29;RUE;du Docteur Touchard;72140;SILLE LE GUILLAUME
DP07233421Z0042-2;29;;RUE DU DOCTEUR TOUCHARD;72140;SILLE LE GUILLAUME
DP07233521Z0014-2;;;LE PETIT VAUGUERIN;;SILLÉ LE PHILIPPE
DP07233521Z0015-0;;;LE MOULIN NEUF;72460;SILLE LE PHILIPPE
DP07233521Z0015-2;;;LE MOULIN NEUF;72460;SILLÉ LE PHILIPPE
DP07233521Z0016-0;10;RUE;DE L'ENERGIE;67720;HOERDT
DP07233521Z0016-2;8;;RUE NEUVE;72460;SILLÉ LE PHILIPPE
DP07233721Z0007-0;5;;LA BASSE ROBINIERE;72130;SOUGE LE GANELON
DP07233721Z0007-2;5;;LA BASSE ROBINIERE;72130;SOUGE LE GANELON
DP07233721Z0011-0;53;RUE;DE LA POTERIE;72130;MOULINS LE CARBONNEL
DP07233721Z0011-2;8;RUE;GENERAL  CAMBRONNE;72130;SOUGE LE GANELON
DP07233721Z0013-0;8;RUE;DU PUITS;72130;SAINT PAUL LE GAULTIER
DP07233721Z0013-2;;;RESIDENCE DES AVALOIRS;72130;SOUGE LE GANELON
DP07233721Z0014-0;13;RUE;de la Martinière;72130;SOUGE LE GANELON
DP07233721Z0014-2;0013;RUE;RUE DE LA MARTINIERE;;SOUGE LE GANELON
DP07233721Z0015-0;5;RUE;de la Fontaine;72130;Sougé le Ganelon
DP07233721Z0015-2;5;;RUE DE LA FONTAINE;72130;SOUGE LE GANELON
DP07233721Z0016-0;7;RUE;de la Basse Cour;72130;SOUGE LE GANELON
DP07233721Z0016-2;7;RUE;de la Basse Cour;72130;SOUGE LE GANELON
DP07233821Z0010-0;;;LA PETITE MORADERIE;72380;SOUILLE
DP07233821Z0010-2;;;LA PETITE MORADERIE;72380;SOUILLE
DP07233821Z0011-0;8;RUE;DES PATIS;72380;SAINTE JAMME SUR SARTHE
DP07233821Z0011-2;;;LES JENVRIES;72380;SOUILLE
DP07233821Z0012-0;;;24 domaine DU FOUR A CHANV;72380;SOUILLE
DP07233821Z0012-2;24;;DOMAINE DU FOUR A CHANVRE;72380;SOUILLE
DP07233821Z0013-0;;;LE VIEUX CHENE;72380;SOUILLE
DP07233821Z0013-2;;;LE VIEUX CHENE;72380;SOUILLE
DP07234021Z0019-0;8;IMPAS;de la Prée;72290;SOULIGNE-SOUS-BALLON
DP07234021Z0019-2;8;;IMPASSE DE LA PREE;72290;SOULIGNE SOUS BALLON
DP07234021Z0026-0;7;ALLEE;des Noisetiers;72290;SOULIGNE-SOUS-BALLON
DP07234021Z0026-2;7;;ALLÉE DES NOISETIERS;72290;SOULIGNE SOUS BALLON
DP07234021Z0027-0;13;ROUTE;des Crêtes;72290;SOULIGNE-SOUS-BALLON
DP07234021Z0027-1;74;AVENU;du Général de Gaulle;72000;LE MANS
DP07234021Z0027-2;13;ROUTE;DES CRETES;72290;SOULIGNE SOUS BALLON
DP07234021Z0028-0;16;RUE;Louis-Raphaël DU MESNIL;72290;SOULIGNE-SOUS-BALLON
DP07234021Z0028-2;16;RUE;LOUIS-RAPHAEL DU MESNIL;72290;SOULIGNE SOUS BALLON
DP07234121Z0006-0;;;LA PETITE ROCHE;72370;SOULITRÉ
DP07234121Z0006-2;;;LA PETITE ROCHE;72370;SOULITRÉ
DP07235021Z0053-0;47;RUE;DU HUIT MAI;72220;TELOCHE
DP07235021Z0053-2;4;;RUE DE L ARCHE;72220;TELOCHE
DP07235021Z0054-0;6;RUE;DE BEL AIR;72220;TELOCHE
DP07235021Z0054-2;6;;RUE DE BEL AIR;72220;TELOCHE
DP07235021Z0055-0;8;RUE;DES JARDINS;72220;TELOCHE
DP07235021Z0055-2;8;;RUE DES JARDINS;72220;TELOCHE
DP07235021Z0056-0;4;IMPAS;DES VIOLETTES;72220;TELOCHE
DP07235021Z0056-2;4;;IMPASSE DES VIOLETTES;72220;TELOCHE
DP07235021Z0057-0;31;RUE;DE BEL AIR;72220;TELOCHE
DP07235021Z0057-2;31;RUE;DE BEL AIR;72220;TELOCHE
DP07235021Z0059-0;;LIEU-;L'ORESIERE;72220;TELOCHE
DP07235021Z0059-2;;;L ORESIERE;72220;TELOCHE
DP07235021Z0060-0;;;LA PETITE BELLANGERIE;72220;TELOCHE
DP07235021Z0060-2;;;LA PETITE BELLANGERIE;72220;TELOCHE
DP07235021Z0061-0;6;IMPAS;DES ROSES;72220;TELOCHE
DP07235021Z0061-2;6;;RUE DES ROSES;72220;TELOCHE
DP07235021Z0062-0;67;RUE;BEL AIR;72220;TELOCHE
DP07235021Z0062-2;67;;RUE DE BEL AIR;72220;TELOCHE
DP07235021Z0063-0;196;AVENU;JEAN LOLIVE;93500;PANTIN
DP07235021Z0063-2;30;;RUE DES ALOUETTES;72220;TELOCHE
DP07235021Z0064-0;10;IMPAS;DES PERRIERES;72220;TELOCHE
DP07235021Z0064-2;10;HAMEA;DES PERRIERES;72220;TELOCHE
DP07235120Z0016-0;11;RUE;Andrée Le Grou;72240;Tennie
DP07235120Z0016-2;11;;RUE ANDREE LE GROU;72240;TENNIE
DP07235121Z0014-0;3;RUE;FAYOLLE;23110;SANNAT
DP07235121Z0014-2;14;RUE;ANDREE LE GROU;72240;TENNIE
DP07235121Z0015-0;3;IMPAS;DE LA NOE;72240;TENNIE
DP07235121Z0015-2;3;;IMPASSE DE LA NOE;72240;TENNIE
DP07235121Z0016-0;7;;rue du Petit Beauvais;72240;TENNIE
DP07235121Z0016-2;7;;RUE DU PETIT BEAUVAIS;72240;TENNIE
DP07235821Z0010-2;12;;PLACE DE L EGLISE;72160;THORIGNE SUR DUE
DP07235821Z0013-0;;;LES BROSSES;72160;THORIGNE SUR DUE
DP07235821Z0013-2;;;LES BROSSES;72160;THORIGNE SUR DUE
DP07235821Z0014-0;21;;LA BARRE;72160;THORIGNE SUR DUE
DP07235921Z0021-0;;;LA PIECE DU PONT;72110;SAINT CELERIN
DP07235921Z0021-2;;;LE GRAND PATURAIL;;TORCÉ EN VALLÉE
DP07235921Z0022-2;4;;CHEMIN DE L OGERIE;;TORCÉ EN VALLÉE
DP07235921Z0023-0;;;24 RUE GISELE LEDRU MADELA;72110;TORCE EN VALLEE
DP07235921Z0024-0;68;;ROUTE DE FRANCOURT LIEU-DI;72110;TORCE EN VALLEE
DP07235921Z0024-2;68;;ROUTE DE FRANCOURT LIEU-DI;72110;TORCÉ EN VALLÉE
DP07236121Z0007-0;2;LIEU-;La Pointe du Bourg;72440;Tresson
DP07236121Z0007-2;2;LIEU-;La Pointe du Bourg;72240;TRESSON
DP07236121Z0008-0;2;LIEU-;La Houssaie;72440;Tresson
DP07236121Z0008-2;2;LIEU-;La Houssaie;72240;TRESSON
DP07236121Z0009-0;;LIEU-;LOIRECOPARK 1;72500;Vaas
DP07236121Z0009-2;;;LE BOIS DU RONDEAU;72240;TRESSON
DP07238020Z0022-0;13;RESID;DE HAUT DES MURS;72170;VIVOIN
DP07238020Z0022-2;13;RESID;DU HAUT DES MURS;72170;VIVOIN
DP07238021Z0020-0;;;LE PETIT VERGER, CONGE DES;72170;VIVOIN
DP07238021Z0020-2;;;CONGE DES GUERETS;72170;VIVOIN
DP07238021Z0023-0;;;6 rue DE MARESCHE;72170;VIVOIN
DP07238021Z0023-2;6;;RUE DE MARESCHE;72170;VIVOIN
DP07238021Z0027-0;;;CHERREAU;72170;MEURCE
DP07238021Z0027-2;;;BEAULORIER;72170;VIVOIN
DP07238021Z0028-0;;;2 rue DE BEAULIEU;72170;VIVOIN
DP07238021Z0028-2;2;;RUE DE BEAULIEU;72170;VIVOIN
DP07238021Z0029-0;;;10 rue DE VILLENEUVE;72170;VIVOIN
DP07238021Z0029-2;10;;RUE DE VILLENEUVE;72170;VIVOIN
DP07238021Z0030-0;;;LA CAVE;72170;VIVOIN
DP07238021Z0030-2;;;LA CAVE;72170;VIVOIN
DP07238021Z0031-0;;;5 BEAULORIER;72170;VIVOIN
DP07238021Z0031-2;;;BEAULORIER;72170;VIVOIN
DP07238221Z0012-0;10;ROUTE;DE LA BRAZONNIERE;72440;VOLNAY
DP07238221Z0012-2;3;;RUE PRINCIPALE;72440;VOLNAY
DP07238221Z0013-0;;LIEU-;LE SARGILET;72440;Volnay
DP07238221Z0013-2;;LIEU-;LE SARGILET;72440;VOLNAY
DP07238221Z0014-0;;LIEU-;Les Bordages;72440;Volnay
DP07238221Z0014-1;;;15 rue Camille Claudel;72210;LA SUZE SUR SARTHE
DP07238221Z0014-2;;;LES BORDAGES;72440;VOLNAY
DP07238221Z0015-2;;;MONTHONGIS;72440;VOLNAY
DP07238221Z0016-0;9;AVENU;de l'Alma;94210;SAINT MAUR DES FOSSES
DP07238221Z0016-2;7;;ROUTE DE LA BRAZONNIERE;72440;VOLNAY
DP07238221Z0017-0;;;Les Plouses;72440;VOLNAY
DP07238221Z0017-1;;;ZA des quatre vies;38290;FRONTONAS
DP07238221Z0017-2;;;LES PLOUSES;72440;VOLNAY
DP07238221Z0018-0;;;La Sapinière des Loges;72440;Volnay
DP07238221Z0018-2;;;LES LOGES;72440;VOLNAY
PA07202419Z001602-0;17;;AVENUE DU MANS;72650;LA BAZOGE
PA07202419Z001602-2;17;;AVENUE DU MANS;72650;LA BAZOGE
PA07218621Z0001-0;;;Poché;72380;SAINTE SABINE SUR LONGEVE
PA07218621Z0001-2;;;LA CROIX DE PIERRE;72170;MARESCHE
PA07220517Z000302-0;11;RUE;DU DONJON;72055;LE MANS CEDEX 02
PA07220517Z000302-2;;;DE LA POSTE;72380;MONTBIZOT
PA07220520Z000102-0;;;Place Louis Rouzay;72380;MONTBIZOT
PA07220520Z000102-2;;;Le Clos;72380;MONTBIZOT
PA07221720Z0002-0;51 A;CHEMI;DE LA BROSSE;49130;LES PONTS DE CE
PA07221720Z0002-2;;RUE;DU STADE;72190;NEUVILLE SUR SARTHE
PA07223421Z0001-0;8;RUE;DE LA GARE;72140;PEZE-LE-ROBERT
PA07223421Z0001-2;;RUE;de la gare;72140;PEZE LE ROBERT
PA07227121Z000101-0;;LIEU-;Les Côtières;41800;Trôo
PA07227121Z000101-2;;;Le Verger;72110;SAINT CELERIN LE GERE
PA07229421Z0001-0;2;RUE;ABBE LELIEVRE;72130;FRESNAY SUR SARTHE
PA07229421Z0001-2;;;LE GASSEAU;72130;SAINT LEONARD DES BOIS
PA07230113P000402-0;;;ESPACE FRANCOIS MITTERAND;72290;Ballon-Saint Mars
PA07230113P000402-2;;LIEU-;LE BOURG;72290;BALLON - SAINT MARS
PA07235921Z0002-0;3;RUE;DE L'ANCIENNE GARE;72110;TORCE EN VALLEE
PA07235921Z0002-2;;;RUE DE L'ANCIENNE GARE;;TORCÉ EN VALLÉE
PC07200721Z0003-0;35;;RUE DES HAUTS JARDINS;72210;LA SUZE SUR SARTHE
PC07200721Z0003-2;;;7 Le Petit Levant;72370;ARDENAY SUR MERIZE
PC07200721Z0004-0;2B;RUE;Docteur CLAUSSE;72250;PARIGNE L EVEQUE
PC07200721Z0004-1;2B;RUE;du Docteur Clausse;72250;PARIGNE L'EVEQUE
PC07200721Z0004-2;;;Lot 33 LE PETIT LEVANT;;ARDENAY SUR MERIZE
PC07201121Z0003-0;17;RUE;Adrien Moinet;61420;SAINT DENIS SUR SARTHON
PC07201121Z0003-2;;;La Madeleine;72130;ASSE LE BOISNE
PC07201121Z0004-0;1;RUE;DES EPINETTES;72130;ASSE LE BOISNE
PC07201121Z0004-2;1;;RUE DES EPINETTES;72130;ASSE LE BOISNE
PC07202321Z0006-0;;;LE DALIBERT;72290;BALLON-SAINT MARS
PC07202321Z0006-2;;;Le Dalibert;72290;BALLON - SAINT MARS
PC07202321Z0010-0;9;;LE VERGER;72290;BALLON-SAINT MARS
PC07202321Z0010-2;;;LE VERGER ST MARS;72290;BALLON - SAINT MARS
PC07202321Z0011-0;19;RUE;DE TOURAINE;72000;LE MANS
PC07202321Z0011-2;25;;RUE PAUL COURBOULAY;72290;BALLON - SAINT MARS
PC07202321Z0013-0;156;AVENU;BOLLEE;72000;LE MANS
PC07202321Z0013-1;80;BOULE;DE CHINON;37300;JOUE LES TOURS
PC07202321Z0013-2;14;;RUE PAUL COURBOULAY;72290;BALLON - SAINT MARS
PC07202321Z0014-0;4;RUE;DE BEL AIR;72290;BALLON- SAINT MARS
PC07202321Z0014-2;4;;RUE DE BEL AIR;72290;BALLON - SAINT MARS
PC07202408P233101-0;9;;ROUTE DE L'AUNAY TRUCHET;72650;LA BAZOGE
PC07202408P233101-2;9;;ROUTE DE L'AUNAY TRUCHET;72650;LA BAZOGE
PC07202421Z286801-0;2;;impasse des Iris;72650;AIGNE
PC07202421Z286801-2;;;Lot 13 - Lotissement Le Gr;72650;LA BAZOGE
PC07202421Z288601-0;118;;RUE DES COCHEREAUX;72000;LE MANS
PC07202421Z288601-2;;;LOTISSEMENT  LE CLOS DES G;72650;LA BAZOGE
PC07202421Z2906-0;5;;RUE DE L'ARCHE;72650;LA BAZOGE
PC07202421Z2906-2;5;;RUE DE L'ARCHE;72650;LA BAZOGE
PC07202421Z2910-0;10;;RUE DU MORTIER;72650;LA BAZOGE
PC07202421Z2910-2;;;LOTISSEMENT LE GRAND CLOTE;72650;LA BAZOGE
PC07202421Z2911-0;5;;ROUTE DE SAINT NICOLAS;72650;LA BAZOGE
PC07202421Z2911-2;;;LE CLOS DES GUIGNIERS;72650;LA BAZOGE
PC07202421Z2912-0;;;L'AUNAY TRUCHET;72650;LA BAZOGE
PC07202421Z2912-2;;;L AUNAY TRUCHET;72650;LA BAZOGE
PC07202421Z2913-0;;;LA FLEURIERE;72380;SAINTE-JAMME-SUR-SARTHE
PC07202421Z2913-2;;;LOTISSEMENT LE CLOS DES GU;72650;LA BAZOGE
PC07202421Z2914-0;3;RUE;DU GRAND CLOTEAU;72650;LA BAZOGE
PC07202421Z2914-2;3;RUE;DU GRAND CLOTEAU;72650;LA BAZOGE
PC07202421Z2915-0;12;;RUE DES GLYCINES;72650;LA BAZOGE
PC07202421Z2915-2;;;LOTISSEMENT LE GRAND CLOTE;72650;LA BAZOGE
PC07202421Z2916-0;59;;RUE DU GENERAL DE GAULLE;72190;COULAINES
PC07202421Z2916-2;;;LOTISSEMENT LE GRAND CLOTE;72650;LA BAZOGE
PC07202421Z2919-0;1;;RUE DES ACACIAS;72650;LA MILESSE
PC07202421Z2919-2;;;LA COTE DES GUIGNIERS;72650;LA BAZOGE
PC07202421Z2922-0;;;LA LUARDIERE D'EN BAS;72650;LA  BAZOGE
PC07202421Z2922-2;;;LA LUARDIERE D'EN BAS;72650;LA BAZOGE
PC07202421Z2923-0;;;LA GRISONNIERE;72650;LA BAZOGE
PC07202421Z2923-2;;;LA GRISONNIERE;72650;LA BAZOGE
PC07202421Z2924-0;24;;AVENUE DU MANS;72650;LA BAZOGE
PC07202421Z2924-2;;;LOTISSEMENT LE GRAND CLOTE;72650;LA BAZOGE
PC07202421Z2925-0;3;;ALLEE DES LAVANDES;72650;LA BAZOGE
PC07202421Z2925-2;22;;RUE DU GRAND CLOTEAU;72650;LA BAZOGE
PC07202421Z2926-0;15;;CHEMIN DU BOURNEUF;72650;LA BAZOGE
PC07202421Z2926-2;36;;RUE DES BOUVREUILS;72650;LA BAZOGE
PC07202921Z0008-0;1110;ROUTE;de la Maufière;72170;Beaumont-sur-Sarthe
PC07202921Z0008-1;1110;ROUTE;de la Maufière;72170;Beaumont-sur-Sarthe
PC07202921Z0008-2;;;LA MAUFIERE;72170;BEAUMONT SUR SARTHE
PC07202921Z0009-0;;;33 rue DE FALAIZE;72170;BEAUMONT SUR SARTHE
PC07202921Z0009-2;33;;RUE DE FALAIZE;72170;BEAUMONT SUR SARTHE
PC07202921Z0010-0;7;LIEU-;LE CHERRAI;72000;LE MANS
PC07202921Z0010-1;37;RUE;CHANZY;72240;LE MANS
PC07202921Z0010-2;;;LA VIAGERIE;72170;BEAUMONT SUR SARTHE
PC07203621Z0002-2;;;LES CRANNES;72610;BETHON
PC07203621Z0003-2;;;LES VINETTES;72610;BETHON
PC07204221Z0015-0;;;7 RUE NATIONALE;72440;BOULOIRE
PC07204221Z0015-2;4;;RUE MARIUS BESLIN;72440;BOULOIRE
PC07204221Z0016-2;4;CHEMI;DE LA GUITTONNIERE;72440;BOULOIRE
PC07204221Z0017-0;;;LE CLOTEAU;72400;CORMES
PC07204221Z0017-2;14;ROUTE;DE LA SANSONNIERE;72440;BOULOIRE
PC07204221Z0018-0;57;;RUE DU JEU DE PAUME;72440;BOULOIRE
PC07204221Z0018-2;;;CHEMIN DE LA BOULANDERIE;72440;BOULOIRE
PC07204221Z0019-0;6;;RUE DE LA SAULINIERE;72120;SAINT CALAIS
PC07204221Z0019-2;;;LE MOULIN DE L'ETANG;72440;BOULOIRE
PC07204221Z0020-0;;;HOTEL DU DEPARTEMENT, plac;72000;LE MANS
PC07204221Z0020-2;15;;RUE DU COLLEGE;72440;BOULOIRE
PC07204621Z0007-0;;LIEU-;MORTEUVRE;72370;LE BREIL SUR MERIZE
PC07204621Z0007-2;;;MORTEUVRE;72370;LE BREIL-SUR-MÉRIZE
PC07204721Z0018-0;8;;RUE DE BENER;72530;YVRE L'EVEQUE
PC07204721Z0018-2;0014;;RUE DES MESANGES;72250;BRETTE LES PINS
PC07204721Z0019-0;1;ALLEE;Le Prince d'Ardenay;72000;Le Mans
PC07204721Z0019-2;14 bi;RUE;des Bouleaux;72250;BRETTE LES PINS
PC07204721Z0021-0;8;;RUE D'ISAAC;72000;LE MANS
PC07204721Z0021-2;49 BI;;RUE DE LA PIE;72250;BRETTE LES PINS
PC07204721Z0022-0;;;8, LA FERRIERE;72250;BRETTE LES PINS
PC07204721Z0022-2;8;;LA FERRIERE;72250;BRETTE LES PINS
PC07204721Z0023-0;;;17 RUE DES ECUREUILS;72250;BRETTE LES PINS
PC07204721Z0023-2;17;;RUE DES ECUREUILS;72250;BRETTE LES PINS
PC07204721Z0024-0;8;;RUE D'ISAAC;72000;LE MANS
PC07204721Z0024-2;;;RUE DE LA PIE;72250;BRETTE LES PINS
PC07205315P0004-0;2;ROUTE;DE CHATEAU DU LOIR;72250;CHALLES
PC07205315P0004-2;;;RUE LUCIEN CORBIN;72250;CHALLES
PC07205820Z001001-0;;RUE;DE BROGLIE;53810;CHANGE
PC07205820Z001001-2;;;LA CHENARDIERE;72560;CHANGE
PC07205820Z0013-0;;;1 PLACE DE LA MAIRIE;72560;CHANGE
PC07205820Z0013-2;7;RUE;DE L'EPAU;72560;CHANGE
PC07205821Z002701-0;23;RUE;DU BIGNON;72190;SARGE-LES-LE-MANS
PC07205821Z002701-2;63;ROUTE;DE L'EPAU;72560;CHANGE
